filepath,speaker,label,dataset
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/g_Cb0krVUEA_Senator_Ivana_Bacik_-_speech_from_25_Sep_2019__b7c98962b1.wav,ivana bacik,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/J-KH4rnnIgQ_Senator_Ivana_Bacik_-_speech_from_8_May_2019__c97855ae16.wav,ivana bacik,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/pJ7Ly3tpqyE_Senator_Fintan_Warfield_-_speech_from_24_Sep_2019__c551f64a29.wav,fintan warfield,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/UoQ_B206r58_Senator_Fintan_Warfield_-_speech_from_23_Oct_2020__0cd506e72a.wav,fintan warfield,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/w8upNw94JZg_Senator_Fintan_Warfield_-_speech_from_29_Jun_2020__697108f043.wav,fintan warfield,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/dojpm6Vvgow_Deputy_Jackie_Cahill__-_Private_Members__Business___c0e775847d.wav,jackie cahill,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uccVtwlpPn0_Deputy_Jackie_Cahill_-_Priority_Questions_-_9_May___838bfc66a9.wav,jackie cahill,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SBBK2NS9iH8_Deputy_Jackie_Cahill_-_Government_Business_-_17_Se__5945318641.wav,jackie cahill,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kOrytArzDWw_Deputy_James_Browne_-_Private_Members__Business_-___7cdfdfc69e.wav,james browne,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Zd4FB1fcZr0_Deputy_James_Browne_-_Other_Questions_-_27_Jun_201__e8e46cb83c.wav,james browne,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/007PfoFOkv8_Deputy_James_Browne_-_Private_Members__Business_-___3ac0be8ba4.wav,james browne,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/YrcHF1rU2e4_Deputy_James_Lawless_-_Order_of_Business_-_12_03_2__87b4d08047.wav,james lawless,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/JzM3xQ5-tqI_Deputy_James_Lawless_-_Government_Business_-_19_Se__913bcf83c6.wav,james lawless,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/6StilUKGgAE_Deputy_James_Lawless_-_Government_Business_-_19_Ju__569c1450c1.wav,james lawless,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/bJ_x3z20h-U_Deputy_James_Lawless_-_Private_Members__Business_-__38616d1622.wav,james lawless,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/4QZeHGSBKm4_Deputy_James_Lawless_-_Private_Members__Business_-__b92e86e5cf.wav,james lawless,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NefPxKEojP8_Senator_James_Reilly_-_speech_from_18_Jun_2019__4aceb0dc5a.wav,james reilly,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/FW7clWSXv3M_Senator_James_Reilly_-_speech_from_26_Jun_2019__98cbef1701.wav,james reilly,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NM0ugzZpD-I_James_Reilly_-_speech_from__09_Apr_2019__998a05b004.wav,james reilly,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/rzPH0Xpc5xw_Senator_James_Reilly_-_speech_from_29_May_2019__b456edc756.wav,james reilly,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/LrqdRjxB0Bg_Senator_James_Reilly_-_speech_from_22_May_2019__a00821c515.wav,james reilly,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/HLGsXYwbxF0_James_Reilly_-_speech_from__16_Apr_2019__cb5085fe52.wav,james reilly,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Qzi0yOMN_-g_Senator_James_Reilly_-_speech_from_10_Oct_2019__44acb2ead8.wav,james reilly,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/pEyM2Icj3hE_James_Reilly__-_speech_from__16_Apr_2019__98ddd6fec8.wav,james reilly,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ghuoupQf57U_Deputy_Jan_O_Sullivan_-_Private_Members__Business___98b16b8285.wav,jan o'sullivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NlGQa-4h7-s_Deputy_Jan_O_Sullivan_-_Government_Business_-_10_J__b15aadd6e2.wav,jan o'sullivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/LSRR-e3Vgsk_Deputy_Jan_O_Sullivan_-_Private_Members__Business___f006287559.wav,jan o'sullivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/hHa0sJbqse4_Deputy_Jan_O_Sullivan_-_Government_Business_-_24_S__c4b56597a0.wav,jan o'sullivan,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/k6yfFGHBm0o_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_1_M__c97caa3f60.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3h_Pc2EJm0w_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_30___8f32783462.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/M8GCfZ3sD6c_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_2_M__50d5a07976.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/5rGsoGOu4Sc_Deputy_Jennifer_Murnane_O_Connor_-__speech_from_24__62b5895587.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/v5Ms_NhaMgo_Jennifer_Murnane_O_Connor_-_speech_from__09_Apr_20__bd415eb1b9.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/tod-ic6Idy8_Senator_Jennifer_Murnane_O_Connor_-_speech_from_24__8fd0f55f59.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/O-0tJfQjlGs_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_18___bc40c699d1.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/xkjuex1UdT0_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_21___b8a7b0f171.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/BEihjTMr3B0_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_1_M__26136988c9.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/VtgMO7XDCPY_Deputy_Jennifer_Murnane_O_Connor___speech_from_26___c00b93feac.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/BZVGvpusm9k_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_1_M__2be6314691.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SmFLYbT6qTc_Deputy_Jennifer_Murnane_O_Connor___speech_from_02___069031fbcc.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/mWB1_3CkfoE_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_04___b2d76991c3.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/IpCK4V1vWMg_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_5_M__49511c1e16.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/khD3Hjv3Ltc_Jennifer_Murnane_O_Connor_-_speech_from__17_Apr_20__e416e37a39.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/mkXVFy59IUc_Jennifer_Murnane_O_Connor_-_speech_from__17_Apr_20__9975d9e790.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/c7j1aeU7c3U_Deputy_Jennifer_Murnane_O_Connor___speech_from_13___a01cf3920c.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8iHi42AuLAQ_Deputy_Jennifer_Murnane_O_Connor_-__speech_from_24__394e3b22f4.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/83o-urjBbfA_Deputy_Jennifer_Murnane_O_Connor_-_speech_from_2_M__be96cff89d.wav,jennifer murnane o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/d1DjvxF6C8c_Senator_Jennifer_O_Connor_-_speech_from_13_Jun_201__1c7483e1be.wav,jennifer o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/2MmQUyQEm5Q_Senator_Jennifer_O_Connor_-_speech_from_-_14_May_2__6eaef90857.wav,jennifer o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/HUkQl9G3S4M_Senator_Jennifer_O_Connor_-_speech_from_30_May_201__6f455ef8a8.wav,jennifer o'connor,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/AYZtZph4G7Y_Jerry_Buttimer_-_speech_from__10_Apr_2019__f235387e9b.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/D2DTLByphG4_Jerry_Buttimer_-_speech_from__17_Apr_2019__e67b13dadf.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/29BAAIArCSY_Jerry_Buttimer_-_speech_from__10_Apr_2019__7e66f6ab5b.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/9c6DOw_RESg_Jerry_Buttimer_-_speech_from__09_Apr_2019__88f84a73b8.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/m1CDZP9xZJU_Senator_Jerry_Buttimer_-_Order_of_Business_-_14_Ma__b95127eb3b.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ewXHRWS9PFk_Jerry_Buttimer_-_speech_from__17_Apr_2019__e5ea264d25.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/wN7bydBEM_c_Senator_Jerry_Buttimer_-_speech_from_16_May_2019__f3778c1511.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/BmyA97s9S4w_Senator_Jerry_Buttimer_-_Order_of_Business_-_8_May__bd3054437d.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/wYehXWBnq_s_Senator_Jerry_Buttimer_-_speech_from_21_May_2019__66a88b7271.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/CBSA9nPi3fk_Senator_Jerry_Buttimer_-_speech_from_25_Sep_2019__a920b32416.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/QdK4fQStg1M_Jerry_Buttimer_-_speech_from__17_Apr_2019__439c9a03ba.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SF1KO0Utm4E_Senator_Jerry_Buttimer_-_Order_of_Business_-_8_May__62b2117915.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uoB4kx0brIg_Senator_Jerry_Buttimer_-_speech_from_29_May_2019__fcbaf95051.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/42H3nbuBmf4_Jerry_Buttimer_-_speech_from__18_Apr_2019__0f77998fd5.wav,jerry buttimer,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/PzsZxchuaQw_Fintan_Warfield_-_speech_from__09_Apr_2019__f2069a80d9.wav,fintan warfield,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/fETEW4mE2vU_Deputy_Jim_O_Callaghan_-_Government_Business_-_14___5935d2b4fe.wav,jim o'callaghan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/lQdgTRXItZg_Deputy_Jim_O_Callaghan_-_Government_Business_-_06___c4eefd0326.wav,jim o'callaghan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uYe-TYqMd1E_Deputy_Jim_O_Callaghan_-_Government_Business_-_10___569de710de.wav,jim o'callaghan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/zM-kNAvrC_g_Deputy_Jim_O_Callaghan_-_Government_Business_-_19___67d34bd8e6.wav,jim o'callaghan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/u2FaQpnRlPw_Deputy_Jim_O_Callaghan_-_Private_Members__Business__326243960a.wav,jim o'callaghan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/D-8OtppmBAk_Deputy_Joan_Burton_-_Government_Business_-_18_04_2__af71c5f55c.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/MizvpUX7rFo_Deputy_Joan_Burton_-_Priority_Questions_-_10_04_20__43a211cb97.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ICr6y_SVobQ_Deputy_Joan_Burton_-_Other_Questions_-_17_04_2019__c1e6dace74.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/0x6A21LQebI_Deputy_Joan_Burton_-_Order_of_Business_-_8_May_201__9fbc91eefa.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/9wZBpH0x8y8_Deputy_Joan_Burton_-_Other_Questions_-_8_May_2019__5112f07730.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/IchlwI_aOFY_Deputy_Joan_Burton_-_Topical_Issues_-_06_03_2019__fa6ed75ead.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/EfkElAqTkmM_Deputy_Joan_Burton_-_Other_Questions_-_18_04_2019__5f65d9672e.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/J-J-Pe2crHA_Deputy_Joan_Burton_-_Other_Questions_-_17_04_2019__0ac3b9bbd9.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/zUEtJc_RwUo_Deputy_Joan_Burton_-_Taoiseach_s_Questions_-_05_03__95f5b3454d.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/q7a50YAMSe0_Deputy_Joan_Burton_-_Questions_on_Promised_Legisla__791ed98d43.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/cJC0Wb1vD6c_Deputy_Joan_Burton_-_Taoiseach_s_Questions_-_17_Se__868d85d6cc.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/L0azMtYzx1o_Deputy_Joan_Burton_-_Other_Questions_-_06_03_2019__cb7b8fb144.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/VRenIaYn0IY_Deputy_Joan_Burton_-_Taoiseach_s_Questions_-_16_04__91ea1537ec.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/wgs8saCjPv0_Deputy_Joan_Burton_-_Other_Questions_-_8_May_2019__1318fdb523.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/VivXCc_diIM_Deputy_Joan_Burton_-_Other_Questions_-_05_03_2019__b0a456471c.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/eIAdxXvL3vs_Deputy_Joan_Burton_-_Taoiseach_s_Questions_-_17_04__7cb42ec91b.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/jbWhOa34tSU_Deputy_Joan_Burton_-_Priority_Questions_-_05_03_20__aff8b225c5.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/YWSjrpGg7Z0_Deputy_Joan_Burton_-_Priority_Questions_-_17_04_20__547620fbf4.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uE9Wq-EsxFU_Deputy_Joan_Burton_-_Topical_Issues_-_8_May_2019__97b5ba0e6b.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/a7Eij5GgEXE_Deputy_Joan_Burton_-_Private_Members__Business_-_1__a1287de8f0.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/hKf1GnV94cA_Deputy_Joan_Burton_-_Priority_Questions_-_8_May_20__39ccd23655.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/g7LHmISDBpY_Deputy_Joan_Burton_-_Taoiseach_s_Questions_-_17_04__eed2f51266.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/fDjnKM99AbU_Deputy_Joan_Burton_-_Taoiseach_s_Questions_-_16_04__9b769b2404.wav,joan burton,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8P9NwqciYrA_Deputy_Joan_Collins_-_Private_Members__Business_-___feac4398cb.wav,joan collins,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/IdoSCuhsxuA_Deputy_Joan_Collins_-_Private_Members__Business_-___de7b12dbdf.wav,joan collins,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/bLkSZtHqhcg_Deputy_Joan_Collins_-_Leaders__Questions_-_07_03_2__3fc70c948d.wav,joan collins,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/hiu1QoluYnc_Deputy_Joan_Collins_-_Questions_on_Promised_Legisl__2e4104eba8.wav,joan collins,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/jUs8CW81SVE_Deputy_Joan_Collins_-_Private_Members__Business_-___8fc3387da4.wav,joan collins,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ZRad6NrTpUE_Fintan_Warfield_-_speech_from__09_Apr_2019__ca227851c4.wav,fintan warfield,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/NLLB4N73NjQ_Senator_Fintan_Warfield_-_speech_from_21_May_2019__476d03b04d.wav,fintan warfield,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/koi_TL5t2YE_Deputy_Joe_Carey_-_Other_Questions_-_27_Jun_2019__76a68e0ff1.wav,joe carey,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/wZCKR0CNlYM_Deputy_Joe_Carey_-_Fine_Gael_-_speech_from_20_May___091103dbbe.wav,joe carey,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/AET9mVTW_uE_Deputy_Joe_Carrey-_speech_from_24_Mar_2022__884db06607.wav,joe carrey,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/JrlDAbfSg7w_Deputy_Joe_Flaherty_-_speech_from_13_May_2021__16ee6b8a45.wav,joe flaherty,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/4cH6OxnN-ag_Deputy_Joe_McHugh_-_Government_Business_-_05_03_20__8b1b916358.wav,joe mchugh,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/F0NnjUCUB80_Deputy_Joe_McHugh-_speech_from_1_Apr_2021__6e6707fce6.wav,joe mchugh,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/bQZiE-OWCdU_Deputy_Joe_McHugh_-_Government_Business_-_10_Jul_2__7805cca44c.wav,joe mchugh,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/iQbqM_AkW54_Senator__Joe_O_Reilly-_speech_from_1_Mar_2022__ffe3a1e8d5.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/xpAClrutGyU_Senator_Joe_O_Reilly-_speech_from_20_Jan_2022__b9feb8591d.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/zxJTrKpe5gI_Senator_Joe_O_Reilly-_speech_from_26_Jan_2022__ea624ceabf.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/R0GDWakL-k0_Senator_Joe_O_Reilly-_speech_from_22_Feb_2022__35cd962588.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/aUhJhV_WZMs_Senator_Joe_O_Reilly-_speech_from_21_Sep_2021__083528e753.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kLFKUDicPfo_Senator_Joe_O_Reilly_-_speech_from_1_Mar_2022__8602039582.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/yZgMiFxmlwc_Senator_Joe_O_Reilly-_speech_from_19_Oct_2021__6ffc4b7a2c.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/9Q1IXfZhU9g_Senator_Joe_O_Reilly-_speech_from_14_Dec_2021__a020503295.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ybUJgFEZe_I_Senator_Joe_O_Reilly-_speech_from_1_Mar_2021__63156483f5.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/bDKySjwhue0_Senator_Joe_O_Reilly-_speech_from_22_Feb_2021__4ebb4dff0a.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_GTDxA6EBuw_Senator__Joe_O_Reilly-_speech_from_2_Dec_2021__433b0c495f.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/K2_0U5YBeQw_Senator_Joe_O_Reilly-_speech_from_8_Mar_2021__eb926ec2d7.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/32Vejqtx39E_Senator_Joe_O_Reilly__-_Fine_Gael_-_speech_from_4___c1753344df.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Q1ddsK4zbuI_Senator_Joe_O_Reilly_-_speech_from_1_May__10433f23de.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/EI64IfA_WLI_Senator_Joe_O_Reilly-_Fine_Gael_-speech_from_31May__f829a9ce6b.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/dcwN9SibpQw_Senator_Joe_O_Reilly-_speech_from_10_Mar_2022__05f9fe240d.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/BRb7Qg0rbwU_Senator_Joe_O_Reilly-_speech_from_15_Jun_2021__2343588028.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ebsi8HWr8Hg_Senator_Joe_O_Reilly-_speech_from_1_Dec_2021__fdf99531ba.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/k06SW5wiFII_Senator__Joe_O_Reilly_-_speech_from_4_May_2021__c24906f3f1.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Ygm8VZnT6Ek_Senator_Joe_O_Reilly_-_speech_from_15_Jul_2021__121409bcac.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_oWju6ekIZk_Senator_Joe_O_Reilly_-_speech_from_18_Nov_2021__6cfa74c746.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/hqUaqW471as_Senator_Joe_O_Reilly_-_speech_from_25_Sep_2019__93b4e57675.wav,joe o'reilly,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/GCqZ8PNE50g_Senator_Joe_O_Reilly_-_speech_from_15_Dec_2020__cd1405f18d.wav,joe o'reilly,Ulster,DAIL
